Local time,Open,High,Low,Close,Volume
24.01.2022 06:35:29.000 GMT-0800,25.097,25.097,25.076,25.076,3.5999999999999996
24.01.2022 06:35:30.000 GMT-0800,25.077,25.087,25.076,25.086,7.8
24.01.2022 06:35:31.000 GMT-0800,25.077,25.087,25.077,25.086,4.8
24.01.2022 06:35:32.000 GMT-0800,25.087,25.096,25.077,25.077,3.5999999999999996
24.01.2022 06:35:33.000 GMT-0800,25.077,25.087,25.067,25.067,4.8
24.01.2022 06:35:34.000 GMT-0800,25.076,25.076,25.076,25.076,1.2
24.01.2022 06:35:35.000 GMT-0800,25.066,25.066,25.066,25.066,1.2
24.01.2022 06:35:36.000 GMT-0800,25.077,25.077,25.067,25.067,2.4
24.01.2022 06:35:37.000 GMT-0800,25.077,25.077,25.057,25.057,5.699999999999999
24.01.2022 06:35:38.000 GMT-0800,25.046,25.046,25.046,25.046,1.2
24.01.2022 06:35:39.000 GMT-0800,25.037,25.037,25.017,25.017,2.4
24.01.2022 06:35:40.000 GMT-0800,25.006,25.027,25.006,25.017,5.699999999999999
24.01.2022 06:35:41.000 GMT-0800,25.027,25.027,25.026,25.026,2.1
24.01.2022 06:35:42.000 GMT-0800,25.016,25.016,25.016,25.016,3.5999999999999996
24.01.2022 06:35:43.000 GMT-0800,25.017,25.017,25.017,25.017,1.2
24.01.2022 06:35:44.000 GMT-0800,25.007,25.026,25.007,25.016,4.8
24.01.2022 06:35:45.000 GMT-0800,25.016,25.026,25.016,25.016,3.5999999999999996
24.01.2022 06:35:46.000 GMT-0800,25.007,25.016,25.007,25.016,2.4
24.01.2022 06:35:47.000 GMT-0800,25.017,25.026,25.016,25.017,6
24.01.2022 06:35:48.000 GMT-0800,25.016,25.017,25.006,25.017,3.3000000000000003
24.01.2022 06:35:49.000 GMT-0800,25.006,25.006,24.976,24.986,6
24.01.2022 06:35:50.000 GMT-0800,24.977,24.977,24.966,24.966,3.5999999999999996
24.01.2022 06:35:51.000 GMT-0800,24.957,24.977,24.956,24.977,4.8
24.01.2022 06:35:52.000 GMT-0800,24.987,24.997,24.987,24.997,3.3000000000000003
24.01.2022 06:35:53.000 GMT-0800,24.987,24.996,24.986,24.996,4.8
24.01.2022 06:35:54.000 GMT-0800,25.007,25.027,25.007,25.027,3.5999999999999996
24.01.2022 06:35:55.000 GMT-0800,25.017,25.027,25.017,25.027,2.4
24.01.2022 06:35:56.000 GMT-0800,25.017,25.017,25.017,25.017,1.2
24.01.2022 06:35:57.000 GMT-0800,25.017,25.027,25.017,25.027,2.4
24.01.2022 06:35:58.000 GMT-0800,25.027,25.037,25.027,25.037,2.4
24.01.2022 06:35:59.000 GMT-0800,25.037,25.047,25.016,25.026,7.2
24.01.2022 06:36:00.000 GMT-0800,25.036,25.037,25.036,25.037,3.5999999999999996
24.01.2022 06:36:01.000 GMT-0800,25.037,25.037,25.037,25.037,2.4
24.01.2022 06:36:02.000 GMT-0800,25.057,25.067,25.057,25.067,3.3000000000000003
24.01.2022 06:36:03.000 GMT-0800,25.057,25.057,25.057,25.057,1.2
24.01.2022 06:36:04.000 GMT-0800,25.056,25.067,25.056,25.067,4.8
24.01.2022 06:36:05.000 GMT-0800,25.067,25.097,25.067,25.096,6
24.01.2022 06:36:06.000 GMT-0800,25.086,25.107,25.086,25.096,6
24.01.2022 06:36:07.000 GMT-0800,25.087,25.087,25.067,25.067,4.5
24.01.2022 06:36:08.000 GMT-0800,25.077,25.086,25.077,25.086,2.4
24.01.2022 06:36:09.000 GMT-0800,25.086,25.086,25.056,25.056,6.600000000000001
24.01.2022 06:36:10.000 GMT-0800,25.046,25.046,25.036,25.036,2.4
24.01.2022 06:36:11.000 GMT-0800,25.046,25.056,25.046,25.056,3.5999999999999996
24.01.2022 06:36:12.000 GMT-0800,25.046,25.056,25.046,25.056,3.5999999999999996
24.01.2022 06:36:13.000 GMT-0800,25.057,25.066,25.056,25.057,6
24.01.2022 06:36:14.000 GMT-0800,25.046,25.046,25.046,25.046,1.2
24.01.2022 06:36:15.000 GMT-0800,25.047,25.047,25.036,25.036,6
24.01.2022 06:36:16.000 GMT-0800,25.037,25.037,25.027,25.027,2.1
24.01.2022 06:36:17.000 GMT-0800,25.036,25.036,25.036,25.036,1.2
24.01.2022 06:36:18.000 GMT-0800,25.026,25.027,25.017,25.017,3.3000000000000003
24.01.2022 06:36:19.000 GMT-0800,25.027,25.027,25.017,25.017,2.4
24.01.2022 06:36:20.000 GMT-0800,25.007,25.007,24.986,24.986,3.5999999999999996
24.01.2022 06:36:21.000 GMT-0800,24.976,24.976,24.976,24.976,1.2
24.01.2022 06:36:22.000 GMT-0800,24.977,24.987,24.967,24.987,6.9
